bench,conn,size,depth,iters,min_us,median_us,p99_us,max_us,gbps,rep
perftest_ib_write_bw,verbs,65536,4,4096,,,,,92.54,5
bw_rdma_write,verbs,65536,8,4096,,,,,92.407,1
perftest_ib_write_bw,verbs,65536,8,4096,,,,,92.52,1
bw_rdma_write,verbs,65536,8,4096,,,,,92.408,2
perftest_ib_write_bw,verbs,65536,8,4096,,,,,92.54,2
bw_rdma_write,verbs,65536,8,4096,,,,,92.250,3
perftest_ib_write_bw,verbs,65536,8,4096,,,,,92.54,3
bw_rdma_write,verbs,65536,8,4096,,,,,92.094,4
perftest_ib_write_bw,verbs,65536,8,4096,,,,,92.54,4
bw_rdma_write,verbs,65536,8,4096,,,,,92.202,5
perftest_ib_write_bw,verbs,65536,8,4096,,,,,92.48,5
bw_rdma_write,verbs,65536,16,4096,,,,,92.133,1
perftest_ib_write_bw,verbs,65536,16,4096,,,,,92.54,1
bw_rdma_write,verbs,65536,16,4096,,,,,92.108,2
perftest_ib_write_bw,verbs,65536,16,4096,,,,,92.54,2
bw_rdma_write,verbs,65536,16,4096,,,,,92.028,3
perftest_ib_write_bw,verbs,65536,16,4096,,,,,92.54,3
bw_rdma_write,verbs,65536,16,4096,,,,,92.007,4
perftest_ib_write_bw,verbs,65536,16,4096,,,,,92.54,4
bw_rdma_write,verbs,65536,16,4096,,,,,92.025,5
perftest_ib_write_bw,verbs,65536,16,4096,,,,,92.54,5
bw_rdma_write,verbs,65536,32,4096,,,,,91.834,1
perftest_ib_write_bw,verbs,65536,32,4096,,,,,92.51,1
bw_rdma_write,verbs,65536,32,4096,,,,,92.106,2
perftest_ib_write_bw,verbs,65536,32,4096,,,,,92.54,2
bw_rdma_write,verbs,65536,32,4096,,,,,91.917,3
perftest_ib_write_bw,verbs,65536,32,4096,,,,,92.54,3
bw_rdma_write,verbs,65536,32,4096,,,,,91.913,4
perftest_ib_write_bw,verbs,65536,32,4096,,,,,92.54,4
bw_rdma_write,verbs,65536,32,4096,,,,,92.106,5
perftest_ib_write_bw,verbs,65536,32,4096,,,,,92.54,5
bw_rdma_write,verbs,65536,64,4096,,,,,92.086,1
perftest_ib_write_bw,verbs,65536,64,4096,,,,,92.54,1
bw_rdma_write,verbs,65536,64,4096,,,,,91.924,2
perftest_ib_write_bw,verbs,65536,64,4096,,,,,92.54,2
bw_rdma_write,verbs,65536,64,4096,,,,,91.861,3
perftest_ib_write_bw,verbs,65536,64,4096,,,,,92.54,3
bw_rdma_write,verbs,65536,64,4096,,,,,91.976,4
perftest_ib_write_bw,verbs,65536,64,4096,,,,,92.54,4
bw_rdma_write,verbs,65536,64,4096,,,,,91.897,5
perftest_ib_write_bw,verbs,65536,64,4096,,,,,92.51,5
lat_send_recv,cm,4096,64,1000,3.421,3.548,5.502,12.170,,1
lat_rdma_write,cm,4096,64,1000,3.449,3.520,3.573,7.482,,1
bw_rdma_write,cm,65536,16,4096,,,,,91.945,1
lat_send_recv,cm,4096,64,1000,3.477,3.549,5.493,17.311,,2
lat_rdma_write,cm,4096,64,1000,3.432,3.511,3.569,20.111,,2
bw_rdma_write,cm,65536,16,4096,,,,,92.027,2
lat_send_recv,cm,4096,64,1000,3.472,3.554,5.501,8.668,,3
lat_rdma_write,cm,4096,64,1000,3.465,3.529,3.578,6.892,,3
bw_rdma_write,cm,65536,16,4096,,,,,92.039,3
lat_send_recv,cm,4096,64,1000,3.469,3.551,5.485,18.907,,4
lat_rdma_write,cm,4096,64,1000,3.448,3.514,3.862,18.991,,4
bw_rdma_write,cm,65536,16,4096,,,,,91.881,4
lat_send_recv,cm,4096,64,1000,3.479,3.554,5.488,7.079,,5
lat_rdma_write,cm,4096,64,1000,3.458,3.523,3.570,18.467,,5
bw_rdma_write,cm,65536,16,4096,,,,,92.023,5
lat_send_recv,cm,4096,64,1000,3.461,3.546,5.494,18.292,,6
lat_rdma_write,cm,4096,64,1000,3.447,3.520,3.835,18.165,,6
bw_rdma_write,cm,65536,16,4096,,,,,91.940,6
lat_send_recv,cm,4096,64,1000,3.475,3.543,5.469,17.166,,7
lat_rdma_write,cm,4096,64,1000,3.466,3.527,3.577,7.626,,7
bw_rdma_write,cm,65536,16,4096,,,,,92.089,7
lat_send_recv,cm,4096,64,1000,3.458,3.544,5.481,18.825,,8
lat_rdma_write,cm,4096,64,1000,3.451,3.514,3.564,8.420,,8
bw_rdma_write,cm,65536,16,4096,,,,,92.174,8
lat_send_recv,cm,4096,64,1000,3.484,3.549,5.495,8.361,,9
lat_rdma_write,cm,4096,64,1000,3.461,3.529,3.581,8.035,,9
bw_rdma_write,cm,65536,16,4096,,,,,92.228,9
lat_send_recv,cm,4096,64,1000,3.466,3.545,5.474,6.913,,10
lat_rdma_write,cm,4096,64,1000,3.456,3.598,3.887,7.272,,10
bw_rdma_write,cm,65536,16,4096,,,,,92.037,10
lat_send_recv,verbs,4096,64,1000,3.470,3.544,5.483,20.992,,1
lat_rdma_write,verbs,4096,64,1000,3.453,3.529,3.599,17.019,,1
bw_rdma_write,verbs,65536,16,4096,,,,,92.076,1
lat_send_recv,verbs,4096,64,1000,3.463,3.549,5.489,7.307,,2
lat_rdma_write,verbs,4096,64,1000,3.452,3.514,3.579,17.489,,2
bw_rdma_write,verbs,65536,16,4096,,,,,92.050,2
lat_send_recv,verbs,4096,64,1000,3.477,3.547,5.502,7.227,,3
lat_rdma_write,verbs,4096,64,1000,3.452,3.538,3.618,6.993,,3
bw_rdma_write,verbs,65536,16,4096,,,,,92.086,3
lat_send_recv,verbs,4096,64,1000,3.463,3.546,5.485,8.692,,4
lat_rdma_write,verbs,4096,64,1000,3.469,3.518,3.608,8.588,,4
bw_rdma_write,verbs,65536,16,4096,,,,,92.098,4
lat_send_recv,verbs,4096,64,1000,3.462,3.542,5.504,16.854,,5
lat_rdma_write,verbs,4096,64,1000,3.453,3.525,3.603,7.495,,5
bw_rdma_write,verbs,65536,16,4096,,,,,92.114,5
lat_send_recv,verbs,4096,64,1000,3.472,3.547,5.478,18.323,,6
lat_rdma_write,verbs,4096,64,1000,3.459,3.527,3.601,17.397,,6
bw_rdma_write,verbs,65536,16,4096,,,,,92.041,6
lat_send_recv,verbs,4096,64,1000,3.476,3.548,5.501,7.560,,7
lat_rdma_write,verbs,4096,64,1000,3.462,3.529,3.614,8.047,,7
bw_rdma_write,verbs,65536,16,4096,,,,,92.035,7
lat_send_recv,verbs,4096,64,1000,3.466,3.546,5.494,8.803,,8
lat_rdma_write,verbs,4096,64,1000,3.452,3.526,3.621,16.559,,8
bw_rdma_write,verbs,65536,16,4096,,,,,92.096,8
lat_send_recv,verbs,4096,64,1000,3.465,3.548,5.480,8.886,,9
lat_rdma_write,verbs,4096,64,1000,3.469,3.529,3.619,16.132,,9
bw_rdma_write,verbs,65536,16,4096,,,,,92.033,9
lat_send_recv,verbs,4096,64,1000,3.488,3.552,5.510,8.381,,10
lat_rdma_write,verbs,4096,64,1000,3.476,3.527,3.610,19.037,,10
bw_rdma_write,verbs,65536,16,4096,,,,,91.966,10
